S.NO,Unnamed: 0,Plugin,CVE,CVSS V3 Vector,Severity,IP Address,Protocol,Port,Plugin Name,Synopsis,Description,Solution,See Also,MAC Address,Exploit?,DNS Name,NetBIOS Name,Risk Factor,CVSS V2 Base Score,CVSS V3 Base Score,CVSS V2 Temporal Score,Vuln Publication Date,Patch Publication Date,Plugin Publication Date,Exploit Ease,Plugin Modification Date,Exploit Frameworks,Check Type,Version,Lab name,BU
978,978,10144,,,Info,172.168.20.13,TCP,1433,Microsoft SQL Server TCP/IP Listener Detection,A database server is listening on the remote port.,"The remote host is running MSSQL, a database server from Microsoft. It is possible to extract the version number of the remote installation from the server pre-login response.",Restrict access to the database to allowed IPs only.,,a3:fc:d0:cd:65:07,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Oct 12, 1999 12:00:00 IST",,"Jul 29, 2024 12:00:00 IST",,remote,1.62,Lab2,BU1
979,979,10150,,,Info,172.168.20.13,UDP,137,Windows NetBIOS / SMB Remote Host Information Disclosure,It was possible to obtain the network name of the remote host.,"The remote host is listening on UDP port 137 or TCP port 445, and replies to NetBIOS nbtscan or SMB requests.

Note that this plugin gathers information to be used in other plugins, but does not itself generate a report.",,,93:1c:93:24:b1:bd,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Oct 12, 1999 12:00:00 IST",,"Feb 10, 2021 12:00:00 IST",,remote,1.91,Lab2,BU1
980,980,10287,,,Info,172.168.20.13,UDP,0,Traceroute Information,It was possible to obtain traceroute information.,Makes a traceroute to the remote host.,,,b4:81:87:11:cd:0a,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Nov 27, 1999 12:00:00 IST",,"Dec 4, 2023 12:00:00 IST",,remote,1.71,Lab2,BU1
981,981,10302,,,Info,172.168.20.13,TCP,9090,Web Server robots.txt Information Disclosure,The remote web server contains a 'robots.txt' file.,The remote host contains a file named 'robots.txt' that is intended to prevent web 'robots' from visiting certain directories in a website for maintenance or indexing purposes.  A malicious user may also be able to use the contents of this file to learn of sensitive documents or directories on the affected site and either retrieve them directly or target them for other attacks.,"Review the contents of the site's robots.txt file, use Robots META tags instead of entries in the robots.txt file, and/or adjust the web server's access controls to limit access to sensitive material.",http://www.robotstxt.org/orig.html,a6:59:8c:17:3c:f0,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Oct 12, 1999 12:00:00 IST",,"Nov 15, 2018 12:00:00 IST",,remote,1.41,Lab2,BU1
982,982,10386,,,Info,172.168.20.13,TCP,81,Web Server No 404 Error Code Check,The remote web server does not return 404 error codes.,"The remote web server is configured such that it does not return '404 Not Found' error codes when a nonexistent file is requested, perhaps returning instead a site map, search page or authentication page.

Nessus has enabled some counter measures for this.  However, they might be insufficient.  If a great number of security holes are produced for this port, they might not all be accurate.",,,cf:09:b0:0d:c5:3a,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Apr 28, 2000 12:00:00 IST",,"Jun 17, 2022 12:00:00 IST",,remote,1.1,Lab2,BU1
983,983,10736,,,Info,172.168.20.13,TCP,135,DCE Services Enumeration,A DCE/RPC service is running on the remote host.,By sending a Lookup request to the portmapper (TCP 135 or epmapper PIPE) it was possible to enumerate the Distributed Computing Environment (DCE) services running on the remote port. Using this information it is possible to connect and bind to each service by sending an RPC request to the remote port/pipe.,,,36:9f:41:f2:8a:c7,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Aug 26, 2001 12:00:00 IST",,"Oct 4, 2021 12:00:00 IST",,combined,1.57,Lab2,BU1
984,984,10736,,,Info,172.168.20.13,TCP,445,DCE Services Enumeration,A DCE/RPC service is running on the remote host.,By sending a Lookup request to the portmapper (TCP 135 or epmapper PIPE) it was possible to enumerate the Distributed Computing Environment (DCE) services running on the remote port. Using this information it is possible to connect and bind to each service by sending an RPC request to the remote port/pipe.,,,66:7d:1a:82:e4:14,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Aug 26, 2001 12:00:00 IST",,"Oct 4, 2021 12:00:00 IST",,combined,1.57,Lab2,BU1
985,985,10736,,,Info,172.168.20.13,TCP,49152,DCE Services Enumeration,A DCE/RPC service is running on the remote host.,By sending a Lookup request to the portmapper (TCP 135 or epmapper PIPE) it was possible to enumerate the Distributed Computing Environment (DCE) services running on the remote port. Using this information it is possible to connect and bind to each service by sending an RPC request to the remote port/pipe.,,,4f:61:5d:af:1c:0e,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Aug 26, 2001 12:00:00 IST",,"Oct 4, 2021 12:00:00 IST",,combined,1.57,Lab2,BU1
986,986,10736,,,Info,172.168.20.13,TCP,49153,DCE Services Enumeration,A DCE/RPC service is running on the remote host.,By sending a Lookup request to the portmapper (TCP 135 or epmapper PIPE) it was possible to enumerate the Distributed Computing Environment (DCE) services running on the remote port. Using this information it is possible to connect and bind to each service by sending an RPC request to the remote port/pipe.,,,a3:fa:64:3d:31:ba,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Aug 26, 2001 12:00:00 IST",,"Oct 4, 2021 12:00:00 IST",,combined,1.57,Lab2,BU1
987,987,10736,,,Info,172.168.20.13,TCP,49155,DCE Services Enumeration,A DCE/RPC service is running on the remote host.,By sending a Lookup request to the portmapper (TCP 135 or epmapper PIPE) it was possible to enumerate the Distributed Computing Environment (DCE) services running on the remote port. Using this information it is possible to connect and bind to each service by sending an RPC request to the remote port/pipe.,,,89:ba:10:d5:89:47,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Aug 26, 2001 12:00:00 IST",,"Oct 4, 2021 12:00:00 IST",,combined,1.57,Lab2,BU1
988,988,10736,,,Info,172.168.20.13,TCP,49176,DCE Services Enumeration,A DCE/RPC service is running on the remote host.,By sending a Lookup request to the portmapper (TCP 135 or epmapper PIPE) it was possible to enumerate the Distributed Computing Environment (DCE) services running on the remote port. Using this information it is possible to connect and bind to each service by sending an RPC request to the remote port/pipe.,,,bf:3d:dc:a0:b9:35,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Aug 26, 2001 12:00:00 IST",,"Oct 4, 2021 12:00:00 IST",,combined,1.57,Lab2,BU1
989,989,10736,,,Info,172.168.20.13,TCP,49530,DCE Services Enumeration,A DCE/RPC service is running on the remote host.,By sending a Lookup request to the portmapper (TCP 135 or epmapper PIPE) it was possible to enumerate the Distributed Computing Environment (DCE) services running on the remote port. Using this information it is possible to connect and bind to each service by sending an RPC request to the remote port/pipe.,,,ba:7b:96:e4:b8:19,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Aug 26, 2001 12:00:00 IST",,"Oct 4, 2021 12:00:00 IST",,combined,1.57,Lab2,BU1
990,990,10736,,,Info,172.168.20.13,TCP,49816,DCE Services Enumeration,A DCE/RPC service is running on the remote host.,By sending a Lookup request to the portmapper (TCP 135 or epmapper PIPE) it was possible to enumerate the Distributed Computing Environment (DCE) services running on the remote port. Using this information it is possible to connect and bind to each service by sending an RPC request to the remote port/pipe.,,,b2:93:8f:74:b7:3d,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Aug 26, 2001 12:00:00 IST",,"Oct 4, 2021 12:00:00 IST",,combined,1.57,Lab2,BU1
991,991,10736,,,Info,172.168.20.13,TCP,49820,DCE Services Enumeration,A DCE/RPC service is running on the remote host.,By sending a Lookup request to the portmapper (TCP 135 or epmapper PIPE) it was possible to enumerate the Distributed Computing Environment (DCE) services running on the remote port. Using this information it is possible to connect and bind to each service by sending an RPC request to the remote port/pipe.,,,3a:0d:4c:1a:c8:a3,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Aug 26, 2001 12:00:00 IST",,"Oct 4, 2021 12:00:00 IST",,combined,1.57,Lab2,BU1
992,992,10785,,,Info,172.168.20.13,TCP,445,Microsoft Windows SMB NativeLanManager Remote System Information Disclosure,It was possible to obtain information about the remote operating system.,Nessus was able to obtain the remote operating system name and version (Windows and/or Samba) by sending an authentication request to port 139 or 445. Note that this plugin requires SMB to be enabled on the host.,,,84:5b:26:4b:47:67,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Oct 17, 2001 12:00:00 IST",,"Sep 20, 2021 12:00:00 IST",,remote,1.54,Lab2,BU1
993,993,10863,,,Info,172.168.20.13,TCP,443,SSL Certificate Information,This plugin displays the SSL certificate.,This plugin connects to every SSL-related port and attempts to extract and dump the X.509 certificate.,,,da:c0:82:b0:7d:30,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"May 19, 2008 12:00:00 IST",,"Feb 3, 2021 12:00:00 IST",,remote,1.22,Lab2,BU1
994,994,10863,,,Info,172.168.20.13,TCP,636,SSL Certificate Information,This plugin displays the SSL certificate.,This plugin connects to every SSL-related port and attempts to extract and dump the X.509 certificate.,,,8e:8e:87:b9:e5:40,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"May 19, 2008 12:00:00 IST",,"Feb 3, 2021 12:00:00 IST",,remote,1.22,Lab2,BU1
995,995,10863,,,Info,172.168.20.13,TCP,1433,SSL Certificate Information,This plugin displays the SSL certificate.,This plugin connects to every SSL-related port and attempts to extract and dump the X.509 certificate.,,,a5:ee:9c:10:aa:d7,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"May 19, 2008 12:00:00 IST",,"Feb 3, 2021 12:00:00 IST",,remote,1.22,Lab2,BU1
996,996,10863,,,Info,172.168.20.13,TCP,1514,SSL Certificate Information,This plugin displays the SSL certificate.,This plugin connects to every SSL-related port and attempts to extract and dump the X.509 certificate.,,,60:1f:68:ba:f0:c1,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"May 19, 2008 12:00:00 IST",,"Feb 3, 2021 12:00:00 IST",,remote,1.22,Lab2,BU1
997,997,10863,,,Info,172.168.20.13,TCP,3389,SSL Certificate Information,This plugin displays the SSL certificate.,This plugin connects to every SSL-related port and attempts to extract and dump the X.509 certificate.,,,35:74:5f:3c:3b:bc,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"May 19, 2008 12:00:00 IST",,"Feb 3, 2021 12:00:00 IST",,remote,1.22,Lab2,BU1
998,998,10863,,,Info,172.168.20.13,TCP,9443,SSL Certificate Information,This plugin displays the SSL certificate.,This plugin connects to every SSL-related port and attempts to extract and dump the X.509 certificate.,,,0a:7d:ad:f0:7e:cc,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"May 19, 2008 12:00:00 IST",,"Feb 3, 2021 12:00:00 IST",,remote,1.22,Lab2,BU1
999,999,10940,,,Info,172.168.20.13,TCP,3389,Remote Desktop Protocol Service Detection,The remote host has an remote desktop protocol service enabled.,"The Remote Desktop Protocol allows a user to remotely obtain a graphical login (and therefore act as a local user on the remote host).

If an attacker gains a valid login and password, this service could be used to gain further access on the remote host.  An attacker may also use this service to mount a dictionary attack against the remote host to try to log in remotely.

Note that RDP (the Remote Desktop Protocol) is vulnerable to Man-in-the-middle attacks, making it easy for attackers to steal the credentials of legitimate users by impersonating the Windows server.","Disable the service if you do not use it, and do not allow this service to run across the Internet.",,2b:d2:8e:7d:8a:10,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Apr 20, 2002 12:00:00 IST",,"Aug 21, 2023 12:00:00 IST",,remote,1.4,Lab2,BU1
1000,1000,11011,,,Info,172.168.20.13,TCP,139,Microsoft Windows SMB Service Detection,A file / print sharing service is listening on the remote host.,"The remote service understands the CIFS (Common Internet File System) or Server Message Block (SMB) protocol, used to provide shared access to files, printers, etc between nodes on a network.",,,69:57:40:12:85:7b,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Jun 5, 2002 12:00:00 IST",,"Feb 11, 2021 12:00:00 IST",,remote,1.43,Lab2,BU1
1001,1001,11011,,,Info,172.168.20.13,TCP,445,Microsoft Windows SMB Service Detection,A file / print sharing service is listening on the remote host.,"The remote service understands the CIFS (Common Internet File System) or Server Message Block (SMB) protocol, used to provide shared access to files, printers, etc between nodes on a network.",,,42:7f:86:00:74:77,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Jun 5, 2002 12:00:00 IST",,"Feb 11, 2021 12:00:00 IST",,remote,1.43,Lab2,BU1
1002,1002,11219,,,Info,172.168.20.13,TCP,80,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.",Protect your target with an IP filter.,,f8:31:b1:c5:de:78,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Feb 4, 2009 12:00:00 IST",,"Feb 12, 2025 12:00:00 IST",,remote,1.64,Lab2,BU1
1003,1003,11219,,,Info,172.168.20.13,TCP,81,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.",Protect your target with an IP filter.,,78:76:df:7b:2f:0b,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Feb 4, 2009 12:00:00 IST",,"Feb 12, 2025 12:00:00 IST",,remote,1.64,Lab2,BU1
1004,1004,11219,,,Info,172.168.20.13,TCP,88,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.",Protect your target with an IP filter.,,8f:9c:2e:4e:0d:6e,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Feb 4, 2009 12:00:00 IST",,"Feb 12, 2025 12:00:00 IST",,remote,1.64,Lab2,BU1
1005,1005,11219,,,Info,172.168.20.13,TCP,135,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.",Protect your target with an IP filter.,,63:46:9f:c2:08:a0,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Feb 4, 2009 12:00:00 IST",,"Feb 12, 2025 12:00:00 IST",,remote,1.64,Lab2,BU1
1006,1006,11219,,,Info,172.168.20.13,TCP,139,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.",Protect your target with an IP filter.,,f2:fa:a3:19:a8:2b,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Feb 4, 2009 12:00:00 IST",,"Feb 12, 2025 12:00:00 IST",,remote,1.64,Lab2,BU1
1007,1007,11219,,,Info,172.168.20.13,TCP,389,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.",Protect your target with an IP filter.,,fb:37:02:98:cd:b4,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Feb 4, 2009 12:00:00 IST",,"Feb 12, 2025 12:00:00 IST",,remote,1.64,Lab2,BU1
1008,1008,11219,,,Info,172.168.20.13,TCP,443,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.",Protect your target with an IP filter.,,b2:83:f9:f3:ce:6c,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Feb 4, 2009 12:00:00 IST",,"Feb 12, 2025 12:00:00 IST",,remote,1.64,Lab2,BU1
1009,1009,11219,,,Info,172.168.20.13,TCP,445,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.",Protect your target with an IP filter.,,b7:33:17:51:c3:c8,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Feb 4, 2009 12:00:00 IST",,"Feb 12, 2025 12:00:00 IST",,remote,1.64,Lab2,BU1
1010,1010,11219,,,Info,172.168.20.13,TCP,514,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.",Protect your target with an IP filter.,,16:f1:e6:e8:ae:00,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Feb 4, 2009 12:00:00 IST",,"Feb 12, 2025 12:00:00 IST",,remote,1.64,Lab2,BU1
1011,1011,11219,,,Info,172.168.20.13,TCP,636,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.",Protect your target with an IP filter.,,01:18:8f:51:f8:4d,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Feb 4, 2009 12:00:00 IST",,"Feb 12, 2025 12:00:00 IST",,remote,1.64,Lab2,BU1
1012,1012,11219,,,Info,172.168.20.13,TCP,1433,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.",Protect your target with an IP filter.,,3d:59:0d:2c:98:20,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Feb 4, 2009 12:00:00 IST",,"Feb 12, 2025 12:00:00 IST",,remote,1.64,Lab2,BU1
1013,1013,11219,,,Info,172.168.20.13,TCP,1514,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.",Protect your target with an IP filter.,,c5:5c:09:d5:81:16,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Feb 4, 2009 12:00:00 IST",,"Feb 12, 2025 12:00:00 IST",,remote,1.64,Lab2,BU1
1014,1014,11219,,,Info,172.168.20.13,TCP,2000,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.",Protect your target with an IP filter.,,07:45:80:70:07:e0,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Feb 4, 2009 12:00:00 IST",,"Feb 12, 2025 12:00:00 IST",,remote,1.64,Lab2,BU1
1015,1015,11219,,,Info,172.168.20.13,TCP,2012,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.",Protect your target with an IP filter.,,39:d7:43:88:25:b1,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Feb 4, 2009 12:00:00 IST",,"Feb 12, 2025 12:00:00 IST",,remote,1.64,Lab2,BU1
1016,1016,11219,,,Info,172.168.20.13,TCP,2014,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.",Protect your target with an IP filter.,,c1:f0:1e:41:5d:89,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Feb 4, 2009 12:00:00 IST",,"Feb 12, 2025 12:00:00 IST",,remote,1.64,Lab2,BU1
1017,1017,11219,,,Info,172.168.20.13,TCP,2020,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.",Protect your target with an IP filter.,,b4:96:ed:40:9c:4c,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Feb 4, 2009 12:00:00 IST",,"Feb 12, 2025 12:00:00 IST",,remote,1.64,Lab2,BU1
1018,1018,11219,,,Info,172.168.20.13,TCP,2383,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.",Protect your target with an IP filter.,,37:3f:a6:60:9c:9b,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Feb 4, 2009 12:00:00 IST",,"Feb 12, 2025 12:00:00 IST",,remote,1.64,Lab2,BU1
1019,1019,11219,,,Info,172.168.20.13,TCP,3389,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.",Protect your target with an IP filter.,,eb:08:47:e1:04:a8,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Feb 4, 2009 12:00:00 IST",,"Feb 12, 2025 12:00:00 IST",,remote,1.64,Lab2,BU1
1020,1020,11219,,,Info,172.168.20.13,TCP,5060,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.",Protect your target with an IP filter.,,dc:67:03:5e:e7:ba,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Feb 4, 2009 12:00:00 IST",,"Feb 12, 2025 12:00:00 IST",,remote,1.64,Lab2,BU1
1021,1021,11219,,,Info,172.168.20.13,TCP,7080,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.",Protect your target with an IP filter.,,c8:77:10:ce:42:3e,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Feb 4, 2009 12:00:00 IST",,"Feb 12, 2025 12:00:00 IST",,remote,1.64,Lab2,BU1
1022,1022,11219,,,Info,172.168.20.13,TCP,8081,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.",Protect your target with an IP filter.,,41:39:2f:5d:9f:f7,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Feb 4, 2009 12:00:00 IST",,"Feb 12, 2025 12:00:00 IST",,remote,1.64,Lab2,BU1
1023,1023,11219,,,Info,172.168.20.13,TCP,8088,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.",Protect your target with an IP filter.,,4c:aa:38:09:80:09,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Feb 4, 2009 12:00:00 IST",,"Feb 12, 2025 12:00:00 IST",,remote,1.64,Lab2,BU1
1024,1024,11219,,,Info,172.168.20.13,TCP,9009,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.",Protect your target with an IP filter.,,eb:22:56:33:da:55,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Feb 4, 2009 12:00:00 IST",,"Feb 12, 2025 12:00:00 IST",,remote,1.64,Lab2,BU1
1025,1025,11219,,,Info,172.168.20.13,TCP,9090,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.",Protect your target with an IP filter.,,58:e3:7f:99:a2:08,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Feb 4, 2009 12:00:00 IST",,"Feb 12, 2025 12:00:00 IST",,remote,1.64,Lab2,BU1
